Brand,seriesname,Background Template,colorcode,finish,colorname,Color Code + Color Name,,nominalsize_1,nominalsize_2,nominalsize_3,nominalsize_4,nominalsize_5,nominalsize_6,nominalsize_7,nominalsize_8,nominalsize_9,nominalsize_10
Daltile,Gamma,DB_Gamma.jpg,M340,Honed,Azure,Azure M340,,12X24 ,Hypnotic XL ,Irregular Shape ,,,,,,,
Daltile,Gamma,DB_Gamma.jpg,M340,Polished,Azure,Azure M340,,12X24 ,24X48 ,2X6 ,Archway ,Balance XL ,Patchwork ,,,,
Daltile,Gamma,DB_Gamma.jpg,M341,Honed,Mystic,Mystic M341,,12X24 ,Hypnotic XL ,Irregular Shape ,,,,,,,
Daltile,Gamma,DB_Gamma.jpg,M341,Polished,Mystic,Mystic M341,,12X24 ,24X48 ,2X6 ,Archway ,Balance XL ,Patchwork ,,,,
Daltile,Gamma,DB_Gamma.jpg,M342,Honed,Bella,Bella M342,,12X24 ,Hypnotic XL ,Irregular Shape ,,,,,,,
Daltile,Gamma,DB_Gamma.jpg,M342,Polished,Bella,Bella M342,,12X24 ,24X48 ,2X6 ,Archway ,Balance XL ,Patchwork ,,,,
Daltile,Gamma,DB_Gamma.jpg,M343,Honed,Illusive,Illusive M343,,12X24 ,Hypnotic XL ,Irregular Shape ,,,,,,,
Daltile,Gamma,DB_Gamma.jpg,M343,Polished,Illusive,Illusive M343,,12X24 ,24X48 ,2X6 ,Archway ,Balance XL ,Patchwork ,,,,
Daltile,Geometric Fusion,DB_Geometric Fusion.jpg,GF01,Mixed,Pearl,Pearl GF01,,8X8 ,,,,,,,,,
Daltile,Geometric Fusion,DB_Geometric Fusion.jpg,GF02,Mixed,Obsidian,Obsidian GF02,,8X8 ,,,,,,,,,
Daltile,Geometric Fusion,DB_Geometric Fusion.jpg,GF03,Mixed,Graphite,Graphite GF03,,8X8 ,,,,,,,,,
Daltile,Geometric Fusion,DB_Geometric Fusion.jpg,GF04,Mixed,Amber,Amber GF04,,8X8 ,,,,,,,,,
Daltile,Glen Arbor,DB_Glen Arbor.jpg,GA01,Matte,Natural,Natural GA01,,6X26 ,,,,,,,,,
Daltile,Glen Arbor,DB_Glen Arbor.jpg,GA03,Matte,Grey,Grey GA03,,6X26 ,,,,,,,,,
Daltile,Granite,DB_Granite.jpg,G771,Flamed,Absolute Black,Absolute Black G771,,12X12 ,12X24 ,,,,,,,,
Daltile,Granite,DB_Granite.jpg,G771,Honed,Absolute Black,Absolute Black G771,,12X12 ,,,,,,,,,
Daltile,Granite,DB_Granite.jpg,G771,Polished,Absolute Black,Absolute Black G771,,12X12 ,12X24 ,18X18 ,24X24 ,,,,,,
Daltile,Granite,DB_Granite.jpg,G772,Polished,Galaxy Black,Galaxy Black G772,,12X12 ,,,,,,,,,
Daltile,Granite Radiance,DB_Granite Radiance.jpg,GR60,Mixed,Kashmir Wht Bld,Kashmir Wht Bld GR60,,5/8 Random Linear,5/8X5/8 Straight Joint,,,,,,,,
Daltile,Granite Radiance,DB_Granite Radiance.jpg,GR61,Mixed,Absolute Blk Bl,Absolute Blk Bl GR61,,5/8 Random Linear,5/8X5/8 Straight Joint,,,,,,,,
Daltile,Granite Radiance,DB_Granite Radiance.jpg,GR62,Mixed,Ubatuba Blend,Ubatuba Blend GR62,,5/8 Random Linear,5/8X5/8 Straight Joint,,,,,,,,
Daltile,Granite Radiance,DB_Granite Radiance.jpg,GR63,Mixed,Tropical Brn Bl,Tropical Brn Bl GR63,,5/8 Random Linear,5/8X5/8 Straight Joint,,,,,,,,
Daltile,Granite Radiance,DB_Granite Radiance.jpg,GR64,Mixed,New Ven Gold Bl,New Ven Gold Bl GR64,,5/8 Random Linear,5/8X5/8 Straight Joint,,,,,,,,
Daltile,Granite Radiance,DB_Granite Radiance.jpg,GR65,Mixed,Santa Cecil Bld,Santa Cecil Bld GR65,,5/8 Random Linear,5/8X5/8 Straight Joint,,,,,,,,
Daltile,Grantshire,DB_Grantshire.jpg,GR41,SuperGuardX Technology,Catania Calacatta,Catania Calacatta GR41,,12X24 ,18X36 ,,,,,,,,
Daltile,Grantshire,DB_Grantshire.jpg,GR42,SuperGuardX Technology,Solara White,Solara White GR42,,12X24 ,18X36 ,,,,,,,,
Daltile,Grantshire,DB_Grantshire.jpg,GR43,SuperGuardX Technology,Tuscan Taupe,Tuscan Taupe GR43,,12X24 ,18X36 ,,,,,,,,
Daltile,Grantshire,DB_Grantshire.jpg,GR44,SuperGuardX Technology,Genoa Grigio,Genoa Grigio GR44,,12X24 ,18X36 ,,,,,,,,
Daltile,Halstatt,DB_Halstatt.jpg,HT40,Superguard Technology,Cottage,Cottage HT40,,7 1/4X48 ,,,,,,,,,
Daltile,Halstatt,DB_Halstatt.jpg,HT41,Superguard Technology,Heritage,Heritage HT41,,7 1/4X48 ,,,,,,,,,
Daltile,Halstatt,DB_Halstatt.jpg,HT42,Superguard Technology,Cobblestone,Cobblestone HT42,,7 1/4X48 ,,,,,,,,,
Daltile,Halstatt,DB_Halstatt.jpg,HT43,Superguard Technology,Scenic,Scenic HT43,,7 1/4X48 ,,,,,,,,,
Daltile,Halstatt,DB_Halstatt.jpg,HT44,Superguard Technology,Palisade,Palisade HT44,,7 1/4X48 ,,,,,,,,,
Daltile,Halstatt,DB_Halstatt.jpg,HT45,Superguard Technology,Craftsman,Craftsman HT45,,7 1/4X48 ,,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM20,Matte,Serene,Serene HM20,,12X12 ,12X24 ,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM21,Matte,Tranquil,Tranquil HM21,,12X12 ,12X24 ,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM22,Matte,Bliss,Bliss HM22,,12X12 ,12X24 ,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM23,Matte,Composure,Composure HM23,,12X12 ,12X24 ,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM23,Textured,Composure,Composure HM23,,12X12 ,8x8 ,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM23,Tread,Composure,Composure HM23,,8x8 ,,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM24,Matte,Ambiance,Ambiance HM24,,12X12 ,12X24 ,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM24,Textured,Ambiance,Ambiance HM24,,12x12 ,8x8 ,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM24,Tread,Ambiance,Ambiance HM24,,8x8 ,,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM25,Matte,Aura,Aura HM25,,12X12 ,12X24 ,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM26,Matte,Destiny,Destiny HM26,,12X12 ,12X24 ,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM27,Matte,Promise,Promise HM27,,12X12 ,12X24 ,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM28,Matte,Haven,Haven HM28,,12X12 ,12X24 ,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM29,Matte,Poise,Poise HM29,,12X12 ,12X24 ,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM30,Matte,Celestia,Celestia HM30,,12X12 ,12X24 ,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM31,Matte,Rhythm,Rhythm HM31,,12X12 ,12X24 ,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM32,Matte,Amity,Amity HM32,,12X12 ,12X24 ,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM33,Matte,Serenade,Serenade HM33,,12X12 ,12X24 ,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM34,Matte,Peace,Peace HM34,,12X12 ,12X24 ,,,,,,,,
Daltile,Harmonist,DB_Harmonist.jpg,HM35,Matte,Repose,Repose HM35,,12X12 ,12X24 ,,,,,,,,
Daltile,Harper's Place,DB_Harper's Place.jpg,HP30,SuperGuard Technology,Townhouse,Townhouse HP30,,7 1/2X48 1/2 ,,,,,,,,,
Daltile,Harper's Place,DB_Harper's Place.jpg,HP31,SuperGuard Technology,Colonial,Colonial HP31,,7 1/2X48 1/2 ,,,,,,,,,
Daltile,Harper's Place,DB_Harper's Place.jpg,HP32,SuperGuard Technology,Ranch,Ranch HP32,,7 1/2X48 1/2 ,,,,,,,,,
Daltile,Harper's Place,DB_Harper's Place.jpg,HP33,SuperGuard Technology,French Country,French Country HP33,,7 1/2X48 1/2 ,,,,,,,,,
Daltile,Harper's Place,DB_Harper's Place.jpg,HP34,SuperGuard Technology,Rustic,Rustic HP34,,7 1/2X48 1/2 ,,,,,,,,,
Daltile,Harper's Place,DB_Harper's Place.jpg,HP35,SuperGuard Technology,Tudor,Tudor HP35,,7 1/2X48 1/2 ,,,,,,,,,
Daltile,Harper's Place,DB_Harper's Place.jpg,HP36,SuperGuard Technology,Bungalow,Bungalow HP36,,7 1/2X48 1/2 ,,,,,,,,,
Daltile,Harper's Place,DB_Harper's Place.jpg,HP37,SuperGuard Technology,Farmhouse,Farmhouse HP37,,7 1/2X48 1/2 ,,,,,,,,,
Daltile,Harper's Place,DB_Harper's Place.jpg,HP38,SuperGuard Technology,Craftsman,Craftsman HP38,,7 1/2X48 1/2 ,,,,,,,,,
Daltile,Harper's Place,DB_Harper's Place.jpg,HP39,SuperGuard Technology,Victorian,Victorian HP39,,7 1/2X48 1/2 ,,,,,,,,,
Daltile,Harper's Place,DB_Harper's Place.jpg,HP40,SuperGuard Technology,Cottage,Cottage HP40,,7 1/2X48 1/2 ,,,,,,,,,
Daltile,Haut Monde,DB_Haut Monde.jpg,HM03,Light Polished,Glitterati Granite,Glitterati Granite HM03,,12X24 ,,,,,,,,,
Daltile,Haut Monde,DB_Haut Monde.jpg,HM03,Matte,Glitterati Granite,Glitterati Granite HM03,,12X12 ,12X24 ,24X24 ,24X48 ,2X2 Straight Joint,6X24 ,,,,
Daltile,Haut Monde,DB_Haut Monde.jpg,HM04,Light Polished,Leisure Beige,Leisure Beige HM04,,12X24 ,,,,,,,,,
Daltile,Haut Monde,DB_Haut Monde.jpg,HM04,Matte,Leisure Beige,Leisure Beige HM04,,12X12 ,12X24 ,24X24 ,24X48 ,2X2 Straight Joint,6X24 ,,,,
Daltile,Haut Monde,DB_Haut Monde.jpg,HM05,Light Polished,Elite Grey,Elite Grey HM05,,12X24 ,,,,,,,,,
Daltile,Haut Monde,DB_Haut Monde.jpg,HM05,Matte,Elite Grey,Elite Grey HM05,,12X12 ,12X24 ,24X24 ,24X48 ,2X2 Straight Joint,6X24 ,,,,
Daltile,Haut Monde,DB_Haut Monde.jpg,HM06,Light Polished,Empire Black,Empire Black HM06,,12X24 ,,,,,,,,,
Daltile,Haut Monde,DB_Haut Monde.jpg,HM06,Matte,Empire Black,Empire Black HM06,,12X12 ,12X24 ,24X24 ,24X48 ,2X2 Straight Joint,6X24 ,,,,
Daltile,Haut Monde,DB_Haut Monde.jpg,HM07,Light Polished,Aristocrat Cream,Aristocrat Cream HM07,,12X24 ,,,,,,,,,
Daltile,Haut Monde,DB_Haut Monde.jpg,HM07,Matte,Aristocrat Cream,Aristocrat Cream HM07,,12X12 ,12X24 ,24X24 ,24X48 ,2X2 Straight Joint,6X24 ,,,,
Daltile,Haut Monde,DB_Haut Monde.jpg,HM08,Light Polished,Nobility White,Nobility White HM08,,12X24 ,,,,,,,,,
Daltile,Haut Monde,DB_Haut Monde.jpg,HM08,Matte,Nobility White,Nobility White HM08,,12X12 ,12X24 ,24X24 ,24X48 ,2X2 Straight Joint,6X24 ,,,,
Daltile,Hill House,DB_Hill House.jpg,HH01,Matte,Natural,Natural HH01,,6X36 ,,,,,,,,,
Daltile,Hill House,DB_Hill House.jpg,HH02,Matte,Greige,Greige HH02,,6X36 ,,,,,,,,,
Daltile,Hill House,DB_Hill House.jpg,HH03,Matte,Teak,Teak HH03,,6X36 ,,,,,,,,,
Daltile,Hill House,DB_Hill House.jpg,HH04,Matte,Dark Brown,Dark Brown HH04,,6X36 ,,,,,,,,,
Daltile,Human,DB_Human.jpg,HU01,Matte,Compass,Compass HU01,,24X24 ,,,,,,,,,
Daltile,Human,DB_Human.jpg,HU02,Matte,Opposite,Opposite HU02,,24X24 ,,,,,,,,,
Daltile,Human,DB_Human.jpg,HU03,Matte,Route,Route HU03,,24X24 ,,,,,,,,,
Daltile,Human,DB_Human.jpg,HU06,Matte,Octagon,Octagon HU06,,24X24 ,,,,,,,,,
Daltile,Human,DB_Human.jpg,HU08,Matte,Full Stop,Full Stop HU08,,24X24 ,,,,,,,,,
Daltile,Idiosync,DB_Idiosync.jpg,ID20,Glossy,White,White ID20,,4X16 ,,,,,,,,,
Daltile,Idiosync,DB_Idiosync.jpg,ID21,Glossy,Beige,Beige ID21,,4X16 ,,,,,,,,,
Daltile,Idiosync,DB_Idiosync.jpg,ID22,Glossy,Greige,Greige ID22,,4X16 ,,,,,,,,,
Daltile,Idiosync,DB_Idiosync.jpg,ID23,Glossy,Black,Black ID23,,4X16 ,,,,,,,,,
Daltile,Idiosync,DB_Idiosync.jpg,ID24,Glossy,Slate,Slate ID24,,4X16 ,,,,,,,,,
Daltile,Idiosync,DB_Idiosync.jpg,ID25,Glossy,Teal,Teal ID25,,4X16 ,,,,,,,,,
Daltile,Idyllic Blends,DB_Idyllic Blends.jpg,IB01,Mixed,Tranquil Snow,Tranquil Snow IB01,,2 Hexagon,,,,,,,,,
Daltile,Idyllic Blends,DB_Idyllic Blends.jpg,IB04,Mixed,Serene Storm,Serene Storm IB04,,1 Random Linear,2 Hexagon,,,,,,,,
Daltile,Illuminary,DB_Illuminary.jpg,IL04,Glass,Sandbar,Sandbar IL04,,1X3 Herringbone,,,,,,,,,
Daltile,Indoterra,DB_Indoterra.jpg,IN41,Matte,White Desert,White Desert IN41,,12X24 ,24X24 ,24X48 ,2X9 ,4 Circle,6X24 ,,,,
Daltile,Indoterra,DB_Indoterra.jpg,IN41,Textured,White Desert,White Desert IN41,,12X24 ,,,,,,,,,
Daltile,Indoterra,DB_Indoterra.jpg,IN42,Matte,Natural,Natural IN42,,12X24 ,24X24 ,24X48 ,2X9 ,4 Circle,6X24 ,,,,
Daltile,Indoterra,DB_Indoterra.jpg,IN42,Textured,Natural,Natural IN42,,12X24 ,,,,,,,,,
Daltile,Indoterra,DB_Indoterra.jpg,IN43,Matte,Riverbed,Riverbed IN43,,12X24 ,24X24 ,24X48 ,2X9 ,4 Circle,6X24 ,,,,
Daltile,Indoterra,DB_Indoterra.jpg,IN43,Textured,Riverbed,Riverbed IN43,,12X24 ,,,,,,,,,
Daltile,Indoterra,DB_Indoterra.jpg,IN44,Matte,Trail,Trail IN44,,12X24 ,24X24 ,24X48 ,2X9 ,4 Circle,6X24 ,,,,
Daltile,Indoterra,DB_Indoterra.jpg,IN44,Textured,Trail,Trail IN44,,12X24 ,,,,,,,,,
Daltile,Indoterra,DB_Indoterra.jpg,IN45,Matte,Brick,Brick IN45,,12X24 ,24X24 ,24X48 ,2X9 ,4 Circle,6X24 ,,,,
Daltile,Indoterra,DB_Indoterra.jpg,IN45,Textured,Brick,Brick IN45,,12X24 ,,,,,,,,,
Daltile,Indoterra,DB_Indoterra.jpg,IN46,Matte,Volcanic Ash,Volcanic Ash IN46,,12X24 ,24X24 ,24X48 ,2X9 ,4 Circle,6X24 ,,,,
Daltile,Indoterra,DB_Indoterra.jpg,IN46,Textured,Volcanic Ash,Volcanic Ash IN46,,12X24 ,,,,,,,,,
Daltile,Industrial Metals,DB_Industrial Metals.jpg,IM20,Satin,Stainless,Stainless IM20,,2X4 Mixed Trapezoid,3X6 ,,,,,,,,
Daltile,Industrial Metals,DB_Industrial Metals.jpg,IM21,Satin,Iron,Iron IM21,,2X4 Mixed Trapezoid,3X6 ,,,,,,,,
Daltile,Industrial Metals,DB_Industrial Metals.jpg,IM22,Satin,Gold,Gold IM22,,2X4 Mixed Trapezoid,3X6 ,,,,,,,,
Daltile,Industrial Park,DB_Industrial Park.jpg,IP06,Matte,Natural Beige,Natural Beige IP06,,12X12 ,12X24 ,24X24 ,,,,,,,
Daltile,Industrial Park,DB_Industrial Park.jpg,IP07,Matte,Light Gray,Light Gray IP07,,12X12 ,12X24 ,24X24 ,,,,,,,
Daltile,Industrial Park,DB_Industrial Park.jpg,IP09,Matte,Charcoal Gray,Charcoal Gray IP09,,12X12 ,12X24 ,24X24 ,,,,,,,
Daltile,Industrial Selection,DB_Industrial Selection.jpg,CM07,Matte,Belmont Terrace,Belmont Terrace CM07,,63X126 ,,,,,,,,,
Daltile,Industrial Selection,DB_Industrial Selection.jpg,CM08,Matte,Hearth Smoke,Hearth Smoke CM08,,63X126 ,,,,,,,,,
Daltile,Industrial Selection,DB_Industrial Selection.jpg,CM09,Matte,Stonewall Coal,Stonewall Coal CM09,,63X126 ,,,,,,,,,
Daltile,Industrial Selection,DB_Industrial Selection.jpg,CM16,Matte,Charred Nickel,Charred Nickel CM16,,63X126 ,,,,,,,,,
Daltile,Industrial Selection,DB_Industrial Selection.jpg,CM17,Matte,Cinder Rail,Cinder Rail CM17,,63X126 ,,,,,,,,,
Daltile,Industrial Selection,DB_Industrial Selection.jpg,CM18,Glossy,Manor White,Manor White CM18,,63X126 ,64X127 ,,,,,,,,
Daltile,Industrial Selection,DB_Industrial Selection.jpg,CM18,Matte,Manor White,Manor White CM18,,63X126 ,64X127 ,,,,,,,,
Daltile,Infinite Mirage,DB_Infinite Mirage.jpg,IM04,Mixed,Timeless Illusion,Timeless Illusion IM04,,1X4 Stretched Hexagon,,,,,,,,,
Daltile,Infinite Mirage,DB_Infinite Mirage.jpg,IM05,Mixed,Eternal Dream,Eternal Dream IM05,,1X4 Stretched Hexagon,,,,,,,,,
Daltile,Infinite Mirage,DB_Infinite Mirage.jpg,IM06,Mixed,Endless Reverie,Endless Reverie IM06,,1X4 Stretched Hexagon,,,,,,,,,
Daltile,Infinite Mirage,DB_Infinite Mirage.jpg,IM07,Mixed,Forever Aura,Forever Aura IM07,,1X4 Stretched Hexagon,,,,,,,,,
Daltile,Interstellar,DB_Interstellar.jpg,IR01,Glass,Mother Of Pearl,Mother Of Pearl IR01,,1X1 Diamond,,,,,,,,,
Daltile,Interstellar,DB_Interstellar.jpg,IR02,Glass,Moonlight,Moonlight IR02,,1X1 Diamond,,,,,,,,,
Daltile,Interstellar,DB_Interstellar.jpg,IR03,Glass,Gold Rush,Gold Rush IR03,,1X1 Diamond,,,,,,,,,
Daltile,Interstellar,DB_Interstellar.jpg,IR04,Glass,Blue Bayou,Blue Bayou IR04,,1X1 Diamond,,,,,,,,,
Daltile,Iridescent Isles,DB_Iridescent Isles.jpg,IR20,Glossy,Seashell,Seashell IR20,,2X9 ,,,,,,,,,
Daltile,Iridescent Isles,DB_Iridescent Isles.jpg,IR21,Glossy,Cove,Cove IR21,,2X9 ,,,,,,,,,
Daltile,Iridescent Isles,DB_Iridescent Isles.jpg,IR22,Glossy,Anchor,Anchor IR22,,2X9 ,,,,,,,,,
Daltile,Iridescent Isles,DB_Iridescent Isles.jpg,IR23,Glossy,Seaweed,Seaweed IR23,,2X9 ,,,,,,,,,
Daltile,Iridescent Isles,DB_Iridescent Isles.jpg,IR24,Glossy,Harbor,Harbor IR24,,2X9 ,,,,,,,,,
Daltile,Iridescent Isles,DB_Iridescent Isles.jpg,IR25,Glossy,Treasure,Treasure IR25,,2X9 ,,,,,,,,,
Daltile,Ironcraft,DB_Ironcraft.jpg,IC11,Light Polished,Phosphor White,Phosphor White IC11,,12X24 ,24X24 ,,,,,,,,
Daltile,Ironcraft,DB_Ironcraft.jpg,IC11,Matte,Phosphor White,Phosphor White IC11,,12X24 ,24X24 ,2X2 Straight Joint,,,,,,,
Daltile,Ironcraft,DB_Ironcraft.jpg,IC12,Light Polished,Casper Grey,Casper Grey IC12,,12X24 ,24X24 ,,,,,,,,
Daltile,Ironcraft,DB_Ironcraft.jpg,IC12,Matte,Casper Grey,Casper Grey IC12,,12X24 ,24X24 ,2X2 Straight Joint,,,,,,,
Daltile,Ironcraft,DB_Ironcraft.jpg,IC13,Light Polished,Charcoal Grey,Charcoal Grey IC13,,12X24 ,24X24 ,,,,,,,,
Daltile,Ironcraft,DB_Ironcraft.jpg,IC13,Matte,Charcoal Grey,Charcoal Grey IC13,,12X24 ,24X24 ,2X2 Straight Joint,,,,,,,
Daltile,Ironcraft,DB_Ironcraft.jpg,IC15,Light Polished,Sable Black,Sable Black IC15,,12X24 ,24X24 ,,,,,,,,
Daltile,Ironcraft,DB_Ironcraft.jpg,IC15,Matte,Sable Black,Sable Black IC15,,12X24 ,24X24 ,2X2 Straight Joint,,,,,,,
Daltile,Ironcraft,DB_Ironcraft.jpg,IC16,Mixed,Phoshor Grey Blend,Phoshor Grey Blend IC16,,Random Interlocking,,,,,,,,,
Daltile,Ironcraft,DB_Ironcraft.jpg,IC17,Mixed,Grey Black Blend,Grey Black Blend IC17,,Random Interlocking,,,,,,,,,
Daltile,Jewel Tide,DB_Jewel Tide.jpg,JT02,Glass,Beach Pebble,Beach Pebble JT02,,1 Random,,,,,,,,,
Daltile,Jewel Tide,DB_Jewel Tide.jpg,JT03,Glass,Silver Shore,Silver Shore JT03,,1 Random,,,,,,,,,
Daltile,Jewel Tide,DB_Jewel Tide.jpg,JT06,Glass,Cobblestone,Cobblestone JT06,,1 Random,,,,,,,,,
Daltile,Jewel Tide,DB_Jewel Tide.jpg,JT07,Glass,Bonfire,Bonfire JT07,,1 Random,,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D014,Matte,Desert Gray,Desert Gray D014,,Penny Rounds,1 Hexagon,1 Organic Penny,1X1 Straight Joint,2 Hexagon,2 Organic Hexagon,2X2 Straight Joint,,,
Daltile,Keystones,DB_Keystones.jpg,D014,Textured,Desert Gray,Desert Gray D014,,2X2 Straight Joint,,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D023,Matte,Galaxy,Galaxy D023,,1 Hexagon,1 Organic Penny,1X1 Straight Joint,2 Organic Hexagon,2X2 Straight Joint,,,,,
Daltile,Keystones,DB_Keystones.jpg,D023,Textured,Galaxy,Galaxy D023,,2X2 Straight Joint,,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D037,Matte,Pepper White,Pepper White D037,,Penny Rounds,1X1 Straight Joint,2X2 Straight Joint,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D050,Matte,Mottled Medium Brown,Mottled Medium Brown D050,,1X1 Straight Joint,2X2 Straight Joint,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D109,Abrasive,Architect Gray,Architect Gray D109,,1X1 Straight Joint,,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D109,Matte,Architect Gray,Architect Gray D109,,Penny Rounds,1X1 Straight Joint,2 Hexagon,2X2 Straight Joint,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D116,Matte,Emerald,Emerald D116,,1 Hexagon,1X1 Straight Joint,2X2 Straight Joint,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D117,Matte,Moonshine,Moonshine D117,,Penny Rounds,1 Hexagon,1X1 Straight Joint,2 Hexagon,2X2 Straight Joint,,,,,
Daltile,Keystones,DB_Keystones.jpg,D118,Matte,Brownberry,Brownberry D118,,1 Hexagon,1X1 Straight Joint,2X2 Straight Joint,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D132,Matte,Uptown Taupe,Uptown Taupe D132,,1X1 Straight Joint,2X2 Straight Joint,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D138,Matte,Golden Granite,Golden Granite D138,,1X1 Straight Joint,2X2 Straight Joint,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D144,Matte,Artisan Brown,Artisan Brown D144,,1X1 Straight Joint,2X2 Straight Joint,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D147,Matte,Buffstone Range,Buffstone Range D147,,1X1 Straight Joint,2X2 Straight Joint,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D148,Matte,Spa,Spa D148,,1 Hexagon,1 Organic Penny,1X1 Straight Joint,2 Organic Hexagon,2X2 Straight Joint,,,,,
Daltile,Keystones,DB_Keystones.jpg,D152,Matte,Mint Ice,Mint Ice D152,,1 Organic Penny,2 Organic Hexagon,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D159,Matte,Ocean Blue,Ocean Blue D159,,1 Organic Penny,2 Organic Hexagon,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D161,Matte,Urban Putty,Urban Putty D161,,Penny Rounds,1 Organic Penny,1X1 Straight Joint,2 Hexagon,2 Organic Hexagon,2X2 Straight Joint,,,,
Daltile,Keystones,DB_Keystones.jpg,D161,Textured,Urban Putty,Urban Putty D161,,2X2 Straight Joint,,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D166,Matte,Elemental Tan,Elemental Tan D166,,1X1 Straight Joint,2X2 Straight Joint,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D169,Matte,Waterfall,Waterfall D169,,1X1 Straight Joint,2X2 Straight Joint,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D175,Matte,Elemental Tan Speckle,Elemental Tan Speckle D175,,1X1 Straight Joint,2X2 Straight Joint,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D181,Matte,Mustard,Mustard D181,,1X1 Straight Joint,2X2 Straight Joint,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D182,Matte,Suede Gray,Suede Gray D182,,Penny Rounds,1 Hexagon,1X1 Straight Joint,2 Hexagon,2X2 Straight Joint,,,,,
Daltile,Keystones,DB_Keystones.jpg,D182,Textured,Suede Gray,Suede Gray D182,,2X2 Straight Joint,,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D189,Matte,Navy,Navy D189,,1X1 Straight Joint,2X2 Straight Joint,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D192,Matte,Aegean,Aegean D192,,1 Organic Penny,2 Organic Hexagon,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D200,Matte,Desert Gray Speckle,Desert Gray Speckle D200,,1X1 Straight Joint,2 Hexagon,2X2 Straight Joint,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D201,Matte,Urban Putty Speckle,Urban Putty Speckle D201,,1X1 Straight Joint,2 Hexagon,2X2 Straight Joint,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D202,Matte,Uptown Taupe Speckle,Uptown Taupe Speckle D202,,1X1 Straight Joint,2X2 Straight Joint,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D204,Matte,Artisan Brown Speckle,Artisan Brown Speckle D204,,1X1 Straight Joint,2X2 Straight Joint,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D208,Matte,Suede Gray Speckle,Suede Gray Speckle D208,,1X1 Straight Joint,2X2 Straight Joint,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D209,Matte,Navy Speckle,Navy Speckle D209,,1X1 Straight Joint,2X2 Straight Joint,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D311,Abrasive,Black/Ebony,Black/Ebony D311,,1X1 Straight Joint,,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D311,Matte,Black/Ebony,Black/Ebony D311,,Penny Rounds,1 Hexagon,1X1 Straight Joint,2 Hexagon,2X2 Straight Joint,,,,,
Daltile,Keystones,DB_Keystones.jpg,D311,Textured,Black/Ebony,Black/Ebony D311,,2X2 Straight Joint,,,,,,,,,
Daltile,Keystones,DB_Keystones.jpg,D317,Abrasive,Biscuit,Biscuit D317,,1X1 Straight Joint,2X2 Straight Joint,,,,,,,,
