Brand,seriesname,Background Template,colorcode,finish,colorname,Color Code + Color Name,,nominalsize_1,nominalsize_2,nominalsize_3,nominalsize_4,nominalsize_5,nominalsize_6,nominalsize_7,nominalsize_8,nominalsize_9,nominalsize_10
Daltile,Color Wave,DB_Color Wave.jpg,CW13,Glossy,Blue Lagoon,Blue Lagoon CW13,,2X12 ,3X6 ,,,,,,,,
Daltile,Color Wave,DB_Color Wave.jpg,CW14,Glass,Twilight Blue,Twilight Blue CW14,,1X1 Straight Joint,1X6 Straight Joint,,,,,,,,
Daltile,Color Wave,DB_Color Wave.jpg,CW14,Glossy,Twilight Blue,Twilight Blue CW14,,2X12 ,3X6 ,,,,,,,,
Daltile,Color Wave,DB_Color Wave.jpg,CW17,Glass,Smoked Pearl,Smoked Pearl CW17,,1X1 Straight Joint,1X6 Straight Joint,,,,,,,,
Daltile,Color Wave,DB_Color Wave.jpg,CW17,Glossy,Smoked Pearl,Smoked Pearl CW17,,2X12 ,3X6 ,,,,,,,,
Daltile,Color Wave,DB_Color Wave.jpg,CW18,Glass,Top Hat,Top Hat CW18,,1X1 Straight Joint,1X6 Straight Joint,,,,,,,,
Daltile,Color Wave,DB_Color Wave.jpg,CW18,Glossy,Top Hat,Top Hat CW18,,2X12 ,3X6 ,,,,,,,,
Daltile,Color Wave,DB_Color Wave.jpg,CW19,Glass,Nine Iron,Nine Iron CW19,,1X1 Straight Joint,1X6 Straight Joint,,,,,,,,
Daltile,Color Wave,DB_Color Wave.jpg,CW19,Glossy,Nine Iron,Nine Iron CW19,,2X12 ,3X6 ,,,,,,,,
Daltile,Color Wave,DB_Color Wave.jpg,CW21,Glass,Willow Water Bl,Willow Water Bl CW21,,Random Interlocking,1X1 Straight Joint,2X1 Brick Joint,,,,,,,
Daltile,Color Wave,DB_Color Wave.jpg,CW22,Glass,Cashmere,Cashmere CW22,,Random Interlocking,1X1 Straight Joint,2X1 Brick Joint,,,,,,,
Daltile,Color Wave,DB_Color Wave.jpg,CW27,Glass,Winter Blues,Winter Blues CW27,,Random Interlocking,1X1 Straight Joint,2X1 Brick Joint,,,,,,,
Daltile,Color Wave,DB_Color Wave.jpg,CW28,Glass,Evening Mixer,Evening Mixer CW28,,Random Interlocking,1X1 Straight Joint,2X1 Brick Joint,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0100,Glossy,White,White 0100,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0109,Glossy,Architectural Gray,Architectural Gray 0109,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0115,Glossy,Emerald,Emerald 0115,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0135,Glossy,Almond,Almond 0135,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0141,Glossy,Garden Spot,Garden Spot 0141,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0144,Glossy,Artisan Brown,Artisan Brown 0144,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0148,Glossy,Spa,Spa 0148,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0160,Glossy,Cornsilk,Cornsilk 0160,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0161,Glossy,Urban Putty,Urban Putty 0161,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0166,Glossy,Elemental Tan,Elemental Tan 0166,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0169,Glossy,Waterfall,Waterfall 0169,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0180,Glossy,Chalkboard,Chalkboard 0180,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0182,Glossy,Suede Gray,Suede Gray 0182,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0190,Glossy,Arctic White,Arctic White 0190,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0709,Matte,Matte Architectural Gray,Matte Architectural Gray 0709,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0744,Matte,Matte Artisan Brown,Matte Artisan Brown 0744,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0761,Glossy,Matte Urban Putty,Matte Urban Putty 0761,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0766,Matte,Matte Elemental Tan,Matte Elemental Tan 0766,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0780,Matte,Matte Chalkboard,Matte Chalkboard 0780,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0782,Matte,Matte Suede Gray,Matte Suede Gray 0782,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,0790,Matte,Matte Arctic White,Matte Arctic White 0790,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,1012,Glossy,Mustard,Mustard 1012,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,1049,Glossy,Ocean Blue,Ocean Blue 1049,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,1097,Glossy,Orange Burst,Orange Burst 1097,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,1098,Glossy,Key Lime,Key Lime 1098,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,1174,Glossy,Sea Breeze,Sea Breeze 1174,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,1178,Glossy,Plum Crazy,Plum Crazy 1178,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,1194,Glossy,Electric Blue,Electric Blue 1194,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,1467,Glossy,Wood Violet,Wood Violet 1467,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,1469,Glossy,Galaxy,Galaxy 1469,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,DH50,Glossy,Sunflower,Sunflower DH50,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,DM14,Glossy,Cobalt,Cobalt DM14,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,K111,Glossy,Black,Black K111,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,K175,Glossy,Biscuit,Biscuit K175,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,K189,Glossy,Navy,Navy K189,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,K711,Matte,Matte Black,Matte Black K711,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,K775,Matte,Matte Biscuit,Matte Biscuit K775,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,SH17,Glossy,Currant,Currant SH17,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,X114,Glossy,Desert Gray,Desert Gray X114,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,X714,Matte,Matte Desert Gray,Matte Desert Gray X714,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Classic,DB_Color Wheel Classic.jpg,X735,Matte,Matte Almond,Matte Almond X735,,3X6 ,4X4 ,6X6 ,,,,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,0109,Glossy,Architectural Gray,Architectural Gray 0109,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,0115,Glossy,Emerald,Emerald 0115,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,0161,Glossy,Urban Putty,Urban Putty 0161,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,0180,Glossy,Chalkboard,Chalkboard 0180,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,0182,Glossy,Suede Gray,Suede Gray 0182,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,0190,Glossy,Arctic White,Arctic White 0190,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,0709,Matte,Matte Architectural Gray,Matte Architectural Gray 0709,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,0715,Matte,Matte Emerald,Matte Emerald 0715,,4X12 ,,,,,,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,0761,Matte,Matte Urban Putty,Matte Urban Putty 0761,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,0780,Matte,Matte Chalkboard,Matte Chalkboard 0780,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,0782,Matte,Matte Suede Gray,Matte Suede Gray 0782,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,0790,Matte,Matte Arctic White,Matte Arctic White 0790,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,1012,Glossy,Mustard,Mustard 1012,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,1049,Glossy,Ocean Blue,Ocean Blue 1049,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,1097,Glossy,Orange Burst,Orange Burst 1097,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,1174,Glossy,Sea Breeze,Sea Breeze 1174,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,1178,Glossy,Plum Crazy,Plum Crazy 1178,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,7012,Matte,Matte Mustard,Matte Mustard 7012,,4X12 ,,,,,,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,7049,Matte,Matte Ocean Blue,Matte Ocean Blue 7049,,4X12 ,,,,,,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,7097,Matte,Matte Orange Burst,Matte Orange Burst 7097,,4X12 ,,,,,,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,7174,Matte,Matte Sea Breeze,Matte Sea Breeze 7174,,4X12 ,,,,,,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,7178,Matte,Matte Plum Crazy,Matte Plum Crazy 7178,,4X12 ,,,,,,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,K111,Glossy,Black,Black K111,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,K175,Glossy,Biscuit,Biscuit K175,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,K189,Glossy,Navy,Navy K189,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,K711,Matte,Matte Black,Matte Black K711,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,K775,Matte,Matte Biscuit,Matte Biscuit K775,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,K789,Matte,Matte Navy,Matte Navy K789,,4X12 ,,,,,,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,SH17,Glossy,Currant,Currant SH17,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,SH77,Matte,Matte Currant,Matte Currant SH77,,4X12 ,,,,,,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,X114,Glossy,Desert Gray,Desert Gray X114,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Linear,DB_Color Wheel Linear.jpg,X714,Matte,Matte Desert Gray,Matte Desert Gray X714,,2X8 ,4X12 ,4X16 ,4X8 ,6X18 ,8X24 ,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,0109,Glossy,Architectural Gray,Architectural Gray 0109,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,0115,Glossy,Emerald,Emerald 0115,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,0161,Glossy,Urban Putty,Urban Putty 0161,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,0180,Glossy,Chalkboard,Chalkboard 0180,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,0182,Glossy,Suede Gray,Suede Gray 0182,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,0190,Glossy,Arctic White,Arctic White 0190,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,0709,Matte,Matte Architectural Gray,Matte Architectural Gray 0709,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,0761,Matte,Matte Urban Putty,Matte Urban Putty 0761,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,0780,Matte,Matte Chalkboard,Matte Chalkboard 0780,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,0782,Matte,Matte Suede Gray,Matte Suede Gray 0782,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,0790,Matte,Matte Arctic White,Matte Arctic White 0790,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,1012,Glossy,Mustard,Mustard 1012,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,1049,Glossy,Ocean Blue,Ocean Blue 1049,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,1097,Glossy,Orange Burst,Orange Burst 1097,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,1174,Glossy,Sea Breeze,Sea Breeze 1174,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,1178,Glossy,Plum Crazy,Plum Crazy 1178,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,CW50,Glossy,Arctic White/Black,Arctic White/Black CW50,,Penny Rounds,1.5 Hexagon,,,,,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,CW51,Matte,Arctic White/Black Matte,Arctic White/Black Matte CW51,,Penny Rounds,1.5 Hexagon,,,,,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,K111,Glossy,Black,Black K111,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,K175,Glossy,Biscuit,Biscuit K175,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,K189,Glossy,Navy,Navy K189,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,K711,Matte,Matte Black,Matte Black K711,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,K775,Matte,Matte Biscuit,Matte Biscuit K775,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,SH17,Glossy,Currant,Currant SH17,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,X114,Glossy,Desert Gray,Desert Gray X114,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Mosaic,DB_Color Wheel Mosaic.jpg,X714,Matte,Matte Desert Gray,Matte Desert Gray X714,,Penny Rounds,1.5 Hexagon,1X3 Herringbone,1X3 Lattice Weave,1X6 Straight Joint,2X2 Straight Joint,,,,
Daltile,Color Wheel Retro,DB_Color Wheel Retro.jpg,0148,Glossy,Spa,Spa 0148,,2X3 3D Cube,2X3 Chevron,2X3 Harlequin,3X3 Arabesque,,,,,,
Daltile,Color Wheel Retro,DB_Color Wheel Retro.jpg,0169,Glossy,Waterfall,Waterfall 0169,,2X3 3D Cube,2X3 Chevron,2X3 Harlequin,3X3 Arabesque,,,,,,
Daltile,Color Wheel Retro,DB_Color Wheel Retro.jpg,0190,Glossy,Arctic White,Arctic White 0190,,2X3 3D Cube,2X3 Chevron,2X3 Harlequin,3X3 Arabesque,,,,,,
Daltile,Color Wheel Retro,DB_Color Wheel Retro.jpg,0790,Matte,Matte Arctic White,Matte Arctic White 0790,,2X3 3D Cube,2X3 Chevron,2X3 Harlequin,3X3 Arabesque,,,,,,
Daltile,Color Wheel Retro,DB_Color Wheel Retro.jpg,1102,Glossy,Peacock,Peacock 1102,,2X3 3D Cube,2X3 Chevron,2X3 Harlequin,3X3 Arabesque,,,,,,
Daltile,Color Wheel Retro,DB_Color Wheel Retro.jpg,1469,Glossy,Galaxy,Galaxy 1469,,2X3 3D Cube,2X3 Chevron,2X3 Harlequin,3X3 Arabesque,,,,,,
Daltile,Color Wheel Retro,DB_Color Wheel Retro.jpg,K111,Glossy,Black,Black K111,,2X3 3D Cube,2X3 Chevron,2X3 Harlequin,3X3 Arabesque,,,,,,
Daltile,Color Wheel Retro,DB_Color Wheel Retro.jpg,K711,Matte,Matte Black,Matte Black K711,,2X3 3D Cube,2X3 Chevron,2X3 Harlequin,3X3 Arabesque,,,,,,
Daltile,Color Wheel Retro,DB_Color Wheel Retro.jpg,X114,Glossy,Desert Gray,Desert Gray X114,,2X3 3D Cube,2X3 Chevron,2X3 Harlequin,3X3 Arabesque,,,,,,
Daltile,Color Wheel Splash,DB_Color Wheel Splash.jpg,1174,Abrasive,Sea Breeze,Sea Breeze 1174,,6X6 ,,,,,,,,,
Daltile,Color Wheel Splash,DB_Color Wheel Splash.jpg,DM14,Abrasive,Cobalt,Cobalt DM14,,6X6 ,,,,,,,,,
Daltile,Color Wheel Splash,DB_Color Wheel Splash.jpg,DM70,Abrasive,Sapphire Sky,Sapphire Sky DM70,,6X6 ,,,,,,,,,
Daltile,Color Wheel Splash,DB_Color Wheel Splash.jpg,DM70,Glossy,Sapphire Sky,Sapphire Sky DM70,,6X6 ,,,,,,,,,
Daltile,Color Wheel Splash,DB_Color Wheel Splash.jpg,K111,Abrasive,Black,Black K111,,6X6 ,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU12,Matte,Matte Artichoke,Matte Artichoke CU12,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU13,Glossy,Valentine,Valentine CU13,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU16,Matte,Matte Mushroom,Matte Mushroom CU16,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU22,Matte,Matte Rain,Matte Rain CU22,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU30,Matte,Matte Kiwi,Matte Kiwi CU30,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU33,Matte,Matte Carrara,Matte Carrara CU33,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU34,Matte,Matte Ireland,Matte Ireland CU34,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU43,Matte,Matte Atlantis,Matte Atlantis CU43,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU44,Matte,Matte Azure,Matte Azure CU44,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU46,Matte,Matte Blueberry,Matte Blueberry CU46,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU47,Matte,Matte Burgundy,Matte Burgundy CU47,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU48,Glossy,Carnation,Carnation CU48,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU61,Matte,Matte Pacific,Matte Pacific CU61,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU63,Matte,Matte Pearl White,Matte Pearl White CU63,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU66,Matte,Matte Real Teal,Matte Real Teal CU66,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU68,Matte,Matte Starlight,Matte Starlight CU68,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU71,Matte,Matte Mango,Matte Mango CU71,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU74,Matte,Matte Tuscany,Matte Tuscany CU74,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU80,Matte,Matte Fern,Matte Fern CU80,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU82,Matte,Matte Iceberg,Matte Iceberg CU82,,2X2 Straight Joint,,,,,,,,,
Daltile,ColorMatch,DB_ColorMatch.jpg,CU97,Matte,Matte Daisy,Matte Daisy CU97,,2X2 Straight Joint,,,,,,,,,
Daltile,Commissary,DB_Commissary.jpg,CS30,Textured,Deputy Grey,Deputy Grey CS30,,16X48 ,,,,,,,,,
Daltile,Commissary,DB_Commissary.jpg,CS31,Textured,Proxy Grey,Proxy Grey CS31,,16X48 ,,,,,,,,,
Daltile,Commissary,DB_Commissary.jpg,CS32,Textured,Commander Beige,Commander Beige CS32,,16X48 ,,,,,,,,,
Daltile,Commissary,DB_Commissary.jpg,CS33,Textured,Bureau Brown,Bureau Brown CS33,,16X48 ,,,,,,,,,
Daltile,Commissary,DB_Commissary.jpg,CS34,Textured,Regent Honey,Regent Honey CS34,,16X48 ,,,,,,,,,
Daltile,Composition,DB_Composition.jpg,CP01,Glossy,Gesso Gloss,Gesso Gloss CP01,,12X24 ,,,,,,,,,
